Title,Named-entity,Frequency
Angela Merkel,Al Jazeera,1
Angela Merkel,The Economist,1
Angela Merkel,The New York Times,1
Angela Merkel,Time Packer,1
Angela Merkel,George,1
Angela Merkel,1 December 2014,1
Angela Merkel,The New Yorker,1
Angela Merkel,4663,1
Angela Merkel,9 December 2014,2
Angela Merkel,Angela Merkel's,1
Angela Merkel,Angela Merkel navigational,1
